A,01117,Pertanian Tanaman Biji-bijian Penghasil Minyak Makan,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, dan juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman biji-bijian penghasil minyak makan, seperti biji wijen, biji bunga matahari dan tanaman biji-bijian penghasil minyak makan lainnya."
A,01118,Pertanian Tanaman Biji-bijian Penghasil Bukan Minyak Makan,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, dan juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman biji-bijian penghasil bukan minyak makan, seperti biji kapas, biji castor, biji rami, biji mustard, niger seeds, biji jarak dan tanaman biji-bijian penghasil bukan minyak makan lainnya."
A,01119,"Pertanian Tanaman Serealia Lainnya, Kacang-Kacangan dan Biji-Bijian Penghasil Minyak Lainnya","Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, dan juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman serealia lainnya bukan padi, jagung dan gandum, tanaman kacang-kacangan palawija lainnya dan pertanian tanaman lainnya yang belum diklasifikasikan pada kelompok 01111 s.d. 01118."
A,0112,Pertanian Padi,"Subgolongan ini mencakup pertanian tanaman padi, termasuk pertanian tanaman padi organik dan tanaman padi yang sudah dimodifikasi."
A,01120,Pertanian Padi,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, penanaman, pemeliharaan, dan juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman padi baik padi sawah dan padi ladang sampai dengan dihasilkan produk gabah kering basah (GKB). Budidaya ikan di sawah (mina padi) digolongkan dalam kegiatan perikanan."
A,0113,"Pertanian tanaman sayuran, buah dan umbi- umbian","Subgolongan ini mencakup :  -	Pertanian tanaman hortikultura sayuran seperti asparagus, kol, kembang kol dan brokoli, selada dan chicory, bayam, tumbuhan yang bunganya dimakan sebagai sayur, dan sayuran daun dan batang lainnya  -	Pertanian hortikultura buah, seperti semangka, blewah, labu buah, melon dan sejenisnya  -	Pertanian tanaman umbi-umbian hortikultura, seperti kentang, kentang manis, wortel, lobak cina, bawang putih, bawang bombay atau bawang merah, bawang perai dan sayuran alliaceous lainnya   -	Pertanian tanaman umbi-umbian palawija, seperti ubi kayu, ubi jalar, talas, ganyong, irut, gembili dan tanaman umbi-umbian palawija lainnya  -	Pertanian buah yang dipakai sebagai sayuran (labu) seperti mentimun, terung, tomat, belimbing sayur dan labu sayur dan lainnya   -	Pertanian jamur dan truffle  -	Pertanian bibit sayuran, kecuali bibit bit  -	Pertanian bit gula  -	Pertanian sayuran lainnya    Subgolongan ini tidak mencakup :  -	Pertanian spawn jamur, lihat 0130  -	Pertanian cabe dan merica (capsicum spp) dan tanaman bumbu lainnnya, lihat 0128"
A,01131,Pertanian Tanaman Hortikultura Sayuran Daun,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, dan juga pemanenan, dan pasca panen jika menjadi satu kesatuan kegiatan tanaman hortikultura sayuran yang dipanen sekali, seperti petsai/sawi, asparagus, kubis/kol, kembang kol dan brokoli, selada dan seledri/chicory, daun bawang, paprika, petsai/sawii, bayam, kangkung, tumbuhan yang bunganya dimakan sebagai sayur dan sayuran daun dan batang lainnya. Bayam dan kangkung yang dipanen dengan akarnya juga dimasukkan dalam kelompok ini."
A,01132,Pertanian Tanaman Hortikultura Buah,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman hortikultura buah, seperti semangka, belewah, melon, timun suri dan sejenisnya."
A,01133,Pertanian Tanaman Hortikultura Sayuran Buah,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman hortikultura buah yang dipakai sebagai sayuran (labu), seperti mentimun, terung, tomat, belimbing sayur dan labu sayur (siam), waluh/labu kuning, gambas/oyong dan sejenisnya."
A,01134,Pertanian Tanaman Hortikultura Sayuran Umbi,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan, dan pasca panen jika menjadi satu kesatuan kegiatan tanaman umbi-umbian hortikultura, seperti kentang, kentang manis, wortel, lobak cina, rebung, bawang putih, bawang bombay atau bawang merah, bawang perai dan sayuran alliaceous lainnya."
A,01135,Pertanian Tanaman Umbi-umbian Palawija,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, dan juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman umbi-umbian palawija, seperti ubi kayu, ubi jalar, talas, ganyong dan irut, gembili dan tanaman umbi-umbian palawija lainnya."
A,01136,Pertanian Tanaman Jamur,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman jamur dan truffle, seperti jamur merang, jamur tiram, jamur shitake, jamur kuping dan sejenisnya."
A,01137,Pertanian Tanaman Bit Gula Dan Tanaman Pemanis Bukan Tebu,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman bit gula dan tanaman pemanis lainnya bukan tebu, seperti stevia dan sorgum manis."
A,01139,Pertanian Tanaman Hortikultura Sayuran Lainnya,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, juga pemanenan dan pasca panen jika menjadi satu kesatuan kegiatan tanaman hortikultura sayuran lainnya yang dipanen lebih dari sekali; pertanian bibit sayuran, kecuali bibit bit; dan pertanian sayuran lainnya."
A,0114,Perkebunan tebu,"Subgolongan ini mencakup :  -	Perkebunan tebu     Subgolongan ini tidak mencakup :  -	Pertanian bit gula, lihat 0113"
A,01140,Perkebunan Tebu,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan jika menjadi satu kesatuan kegiatan tanaman tebu."
A,0115,Perkebunan tembakau,"Subgolongan ini mencakup :  -	Perkebunan tembakau (bukan industri), termasuk kegiatan pembersihan dan perajangan tembakau yang tidak dapat dipisahkan dari kegiatan perkebunannya"
A,01150,Perkebunan Tembakau,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan jika menjadi satu kesatuan kegiatan tanaman tembakau. Termasuk pula pengolahan daun tembakau yang tak dapat dipisahkan dari kegiatan perkebunan seperti pembersihan dan perajangan tembakau yang tidak dapat dipisahkan dari kegiatan perkebunannya."
A,0116,Pertanian tanaman berserat,"Subgolongan ini mencakup :  -	Pertanian kapas  -	Pertanian yute, kenaf   -	Pertanian batang lenan dan rami  -	Pertanian sisal dan tanaman bahan baku tekstil lainnya termasuk genus agave  -	Pertanian abaca, rami dan tanaman bahan baku tekstil lainnya  -	Pertanian tanaman serat lainnya"
A,01160,Pertanian Tanaman Berserat,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan, dan pemanenan jika menjadi satu kesatuan kegiatan tanaman  berserat sebagai bahan baku tekstil, seperti kapuk, kapas, rosela, rami, yute, linen, agave, abaca dan kenaf, pertanian sisal dan tanaman bahan baku tekstil lainnya termasuk genus agave dan pertanian tanaman serat lainnya."
A,0119,Pertanian tanaman semusim lainnya,"Subgolongan ini mencakup pertanian tanaman semusim yang lain :  -	Pertanian sewede, mangold, akar-akaran untuk makanan hewan, semanggi, alfalfa, saifoin, tanaman jagung (maize) dan rumput-rumputan lainnya, makanan ternak dan sejenisnya  -	Pembibitan bit (tidak termasuk bit gula) dan bibit tanaman untuk makanan ternak   -	Pertanian bunga, termasuk produksi bunga potong dan pucuk bunga  -	Pembibitan bunga    Sub golongan ini tidak mencakup :  -	Pertanian tanaman semusim, seperti tanaman rempah-rempah, aromatik, narkotika dan tanaman obat-obatan, lihat 0128"
A,01191,Pertanian Tanaman Rumput-rumputan dan Tanaman Pakan Ternak,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman rumput-rumputan semusim lainnya yang tidak termasuk dalam kelompok manapun,  seperti tanaman pupuk hijau, tanaman penutup tanah dan pertanian sewede, mangold, akar-akaran untuk makanan hewan, rumput gajah, semanggi, alfalfa, saifoin, tanaman jagung (maize) dan rumput-rumputan lainnya untuk makanan ternak dan sejenisnya."
A,01192,Pembibitan Bit (Bukan Bit Gula) dan Bibit Tanaman Pakan Ternak,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan bit (bukan bit gula) dan bibit tanaman pakan ternak."
A,01193,Pertanian Tanaman Bunga,"Kelompok  ini mencakup pertanian tanaman semusim yang lain, seperti pertanian tanaman bunga, termasuk produksi bunga potong dan pucuk bunga. Tanaman bunga pada kelompok ini misalnya anggrek, anyelir, gerbera/hebras, gladiol, krisan, mawar, melati, sedap malam dan tanaman bunga lainnya. Termasuk tanaman anthurium bunga, euphorbia, adenium (kamboja Jepang) dan Ixora (soka)."
A,01194,Pertanian Pembibitan Tanaman Bunga,Kelompok ini mencakup usaha pertanian pembibitan tanaman bunga.
A,012,Pertanian tanaman tahunan,"Golongan ini mencakup penanaman tanaman yang berlangsung lebih dari dua musim tanam, baik tanaman yang setiap musim mati atau tanaman yang tumbuh terus menerus. Termasuk penanaman tanaman untuk keperluan pembibitan dan pembenihan. Golongan ini juga mencakup kegiatan penanaman tanaman ini di area atau lokasi hutan."
A,0121,Pertanian Buah Anggur,"Subgolongan ini mencakup :  -	Pertanian buah anggur untuk bahan minuman (wine) dan buah anggur di kebun anggur    Subgolongan ini tidak mencakup :  -	Industri minuman anggur (wine), lihat 1102"
A,01210,Pertanian Buah Anggur,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan atau pelaksanaan, penanaman, pembibitan, pemeliharaan, pemanenan dan pasca panen buah anggur."
A,0122,Pertanian Buah-Buahan Tropis,"Subgolongan ini mencakup :  -	Pertanian buah tropis, seperti alpukat, pisang dan pisang raja, kurma, buah ara, mangga, pepaya, nanas dan buah tropis dan subtropis lainnya"
A,01220,Pertanian Buah-Buahan Tropis,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan/pelaksanaan, penanaman, pembibitan, pemeliharaan, pemanenan dan pasca panen buah-buahan tropis, seperti rambutan, alpukat, durian, duku, pisang dan pisang raja, kurma, buah ara, pepaya, jambu biji, jambu air, lengkeng, nangka, nenas, mangga, manggis, sawo, belimbing, salak, sirsak dan sejenisnya."
A,0123,Pertanian Buah Jeruk,"Subgolongan ini mencakup :  -	Pertanian buah jeruk, seperti jeruk bali, jeruk lemon dan limau, jeruk orange, tangerin, mandarin dan clementine, dan buah jeruk lainnya"
A,01230,Pertanian Buah Jeruk,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan/pelaksanaan, penanaman, pembibitan, pemeliharaan, pemanenan dan pasca panen buah jeruk besar dan jeruk keprok atau jeruk siam, seperti jeruk bali, jeruk lemon dan limau, jeruk orange, jeruk keprok, jeruk tangerin, jeruk mandarin dan clementine, dan buah jeruk lainnya."
A,0124,Pertanian Buah Apel dan Buah Batu (Pome and Stone Fruits),"Subgolongan ini mencakup :  -	Pertanian buah apel dan buah batu, seperti apel, aprikot, cherry, peach dan nectarine, pear dan quince, plum dan sloe, markisa dan buah delima, dan buah batu lainnya"
A,01240,Pertanian Buah Apel dan Buah Batu (Pome and Stone Fruits),"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan/pelaksanaan, penanaman, pembibitan, pemeliharaan, pemanenan dan pasca panen buah apel dan buah batu, seperti apel, aprikot, cherry, peach dan nectarine, pear dan quince, plum dan sloe, markisa, kepel, buah naga, terong Belanda dan buah delima, dan buah batu lainnya."
A,0125,Pertanian Tanaman Sayuran dan Buah Semak dan Buah Biji Kacang-Kacangan Lainnya,"Subgolongan ini mencakup :	  -	Pertanian buah beri, seperti blueberry, kismis, gooseberry, kiwi, raspberry, strawberry dan beri lainnya  -     Pembibitan buah  -	Pertanian tanaman buah biji kacang-kacangan yang dapat dimakan, seperti almond, kacang mede, chestnut, kenari, walnut dan  kacang-kacangan yang lain  -	Pertanian pohon dan tanaman buah semak lainnya  -	Locust beans    Subgolongan ini tidak mencakup :  -	Perkebunan kelapa, lihat 0126"
A,01251,Pertanian Buah Beri,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan penyiapan atau pelaksanaan, penanaman, pembibitan, pemeliharaan, pemanenan dan pasca panen buah beri, seperti blueberry, gooseberry, kiwi, raspberry, strawberry dan beri lainnya termasuk pembibitannya."
A,01252,Pertanian Tanaman Buah Biji Kacang-Kacangan,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan, dan pemanenan tanaman buah biji kacang-kacangan  yang dapat dimakan, seperti almond, kacang mede, chestnut, kenari, walnut dan kacang-kacangan yang lainnya termasuk pembibitannya."
A,01253,Pertanian Tanaman Sayuran Tahunan,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman sayuran tahunan, seperti kluwih atau timbul, sukun, nangka sayur, petai, jengkol, melinjo dan sejenisnya."
A,01259,Pertanian Tanaman Buah Semak Lainnya,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman buah semak lainnya, termasuk locust beans."
A,0126,Perkebunan tanaman buah-buahan penghasil minyak (oleaginous),"Subgolongan ini mencakup :  -	Perkebunan tanaman buah oleaginous, seperti kelapa, buah zaitun, kelapa sawit dan tanaman buah oleaginous lain    Subgolongan ini tidak mencakup :  -	Pertanian tanaman kedelai, kacang tanah, dan biji penghasil minyak lainnya, lihat 0111"
A,01261,Perkebunan Buah Kelapa,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan buah kelapa."
A,01262,Perkebunan Buah Kelapa Sawit,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan buah kelapa sawit."
A,01269,Perkebunan Tanaman Buah Oleaginous Lainnya,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman buah oleaginous lain, seperti buah zaitun dan lainnya."
A,0127,Pertanian Tanaman Untuk Bahan Minuman,"Subgolongan ini mencakup :  -	Pertanian tanaman untuk bahan minuman, seperti kopi, teh, mate, kakao dan tanaman untuk bahan minuman lainnya"
A,01270,Pertanian Tanaman Untuk Bahan Minuman,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman untuk bahan minuman, seperti tanaman kopi, teh, mate dan kakao."
A,0128,"Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat","Subgolongan ini mencakup :  -	Perkebunan tanaman rempah-rempah dan aromatik semusim dan tahunan, seperti merica atau lada (piper spp), cabe (capsicum spp), pala, bunga pala dan kapulaga, minyak adas manis, badian dan adas, kayu manis (canella), cengkeh, jahe, vanilla dan tanaman rempah dan aromatik lainnya  -	Perkebunan tanaman obat dan narkotika  -	Perkebunan tanaman yang digunakan untuk parfum, keperluan kedokteran/farmasi atau untuk insektisida, fungisida dan sejenisnya"
A,01281,Perkebunan Lada,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan lada atau merica (piper spp)."
A,01282,Perkebunan Cengkeh,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan cengkeh."
A,01283,Pertanian Tanaman Cabe,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penanaman, pemeliharaan, pemanenan dan pasca panen sayuran cabe (capsicum spp), seperti cabe besar, cabe rawit dan paprika."
A,01284,Perkebunan Tanaman Aromatik/Penyegar,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman perkebunan minyak atsiri, seperti sereh wangi, nilam, menthol, kenanga, ilang-ilang, gandapura, lawang."
A,01285,Pertanian Tanaman Obat atau Biofarmaka Rimpang,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan, dan pemanenan tanaman obat atau biofarmaka rimpang (termasuk pula tanaman bahan insektisida dan fungisida dan yang sejenis), seperti jahe, kunyit, temulawak, temugiring, temuireng, temukunci, kencur, lengkuas, lempuyang, dlingo dan sejenisnya."
A,01286,Pertanian Tanaman Obat atau Biofarmaka Non Rimpang,"Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan, dan pemanenan tanaman obat atau biofarmaka non rimpang (termasuk pula tanaman bahan insektisida dan fungisida dan yang sejenis), seperti kina, adas, kapulaga, orang-aring, iles-iles, pinang, gambir, lidah buaya, kejibeling, sambiloto, kumis kucing, mengkudu atau pace, mahkota dewa dan sejenisnya."
A,01289,"Pertanian Tanaman Rempah-Rempah, Aromatik/Penyegar, Narkotik dan Obat Lainnya","Kelompok ini mencakup usaha pertanian mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan, dan pemanenan tanaman rempah lainnya, seperti kemiri, panili, kayu manis dan pala."
A,0129,Perkebunan tanaman tahunan lainnya,"Subgolongan ini mencakup :  -	Perkebunan pohon karet   -	Perkebunan pohon cemara  -	Perkebunan pohon penghasil getah    Subgolongan ini tidak mencakup :  -	Pengumpulan getah pohon atau getah karet liar, lihat 0230"
A,01291,Perkebunan Karet Dan Tanaman Penghasil Getah Lainnya,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan tanaman karet dan tanaman penghasil getah lainnya, seperti getah perca dan kemenyan. Termasuk pengolahan hasil tanaman karet yang tidak dapat dipisahkan dari kegiatan perkebunan."
A,01299,Perkebunan Cemara dan Tanaman Tahunan Lainnya,"Kelompok ini mencakup usaha perkebunan mulai dari kegiatan pengolahan lahan, penyemaian, pembibitan, penanaman, pemeliharaan dan pemanenan pohon cemara dan tanaman tahunan lainnya."
A,013,Pertanian Tanaman Hias Dan Pengembangbiakan Tanaman,Golongan ini mencakup kegiatan pengembangbiakan tanaman secara vegetatif  yang meliputi penyetekan batang dan penyemaian untuk perkembangbiakan tanaman secara langsung atau mendapatkan batang okulasi tanaman pada keturunan terpilih yang diokulasi yang pada akhirnya ditanam untuk menghasilkan tanaman. Termasuk pertanian tanaman hias dan kegiatan pembibitan.
A,0130,Pertanian Tanaman Hias Dan Pengembangbiakan Tanaman,"Subgolongan ini mencakup produksi semua bibit tanaman secara vegetatif termasuk batang stek, potongan, dan pembibitan untuk kelangsungan pengembangbiakan tanaman atau membuat batang okulasi tanaman pada keturunannya terpilih yang diokulasi yang pada akhirnya ditanam untuk menghasilkan tanaman.    Subgolongan ini mencakup :  -	Penanaman tumbuhan untuk ditanam kembali  -	Penanaman tumbuhan untuk tujuan ornamen atau tanaman hias, termasuk tanah berumput untuk transplantasi  -	Penanaman tumbuhan hidup untuk umbi-umbian, akar-akaran; pemotongan, stek dan cangkokan; spawn jamur  -	Kebun bibit tanaman, kecuali kebun bibit tanaman hutan    Subgolongan ini tidak mencakup :  -	Kebun bibit tanaman hutan, lihat 0211"
A,01301,Pertanian Tanaman Hias Bukan Tanaman Bunga,"Kelompok ini mencakup pertanian atau budidaya tanaman hias yang dipanen bukan bunganya, seperti bonsai, suplir, kuping gajah, heliconia (pisang-pisangan), dracaena, phylodendrom, monstera, cordyline, anthurium daun, pakis, aglonema, difenbacia, sansifera (lidah mertua), caladium (keladi), palem dan tanaman hias bukan tanaman bunga lainnya. Termasuk penanaman tumbuhan untuk tujuan ornamen dan tanah berumput untuk transplantasi."
A,01302,"Pertanian Pengembangbiakan Tanaman Hortikultura Lainnya, Bukan Bunga","Kelompok ini mencakup produksi semua bibit tanaman secara vegetatif termasuk batang stek, potongan dan pembibitan untuk kelangsungan pengembangbiakan tanaman atau membuat batang okulasi tanaman pada keturunannya terpilih yang diokulasi yang pada akhirnya ditanam untuk menghasilkan tanaman. Termasuk kegiatan penanaman tumbuhan untuk ditanam kembali, penanaman tumbuhan hidup untuk umbi-umbian, akar-akaran; pemotongan, stek dan cangkokan; spawn jamur dan kebun bibit tanaman, kecuali kebun bibit tanaman hutan."
A,014,Peternakan,"Golongan ini mencakup budidaya dan pembibitan hewan ternak, unggas, serangga, binatang melata/reptil, cacing, hewan peliharaan. Termasuk budidaya hewan untuk diambil hasilnya seperti bulu, telur, susu, madu dan lilin lebah dan kepompong ulat sutera."
A,0141,Peternakan sapi dan kerbau,"Subgolongan ini mencakup :  -	Pembibitan dan budidaya lembu, sapi, kerbau  -	Produksi susu perah lembu, sapi  -	Produksi sperma sapi    Subgolongan ini tidak mencakup :  -	Pengolahan susu, lihat 1051 dan 1052"
A,01411,Pembibitan Dan Budidaya Sapi Potong,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan sapi potong, untuk menghasilkan ternak bibit sapi potong, mani dan mudigah dan peternakan yang menyelenggarakan budidaya sapi potong (termasuk kegiatan penggemukan) untuk menghasilkan sapi bakalan dan sapi potong."
A,01412,Pembibitan Dan Budidaya Sapi Perah,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan sapi perah, untuk menghasilkan ternak bibit sapi perah, mani dan mudigah dan peternakan yang menyelenggarakan budidaya sapi perah untuk menghasilkan susu."
A,01413,Pembibitan Dan Budidaya Kerbau Potong,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan kerbau potong, untuk menghasilkan ternak bibit kerbau potong, mani dan mudigah dan peternakan yang menyelenggarakan budidaya kerbau (termasuk kegiatan penggemukan) untuk menghasilkan kerbau bakalan dan kerbau potong."
A,01414,Pembibitan Dan Budidaya Kerbau Perah,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan kerbau perah, untuk menghasilkan ternak bibit kerbau perah, mani dan mudigah dan peternakan yang menyelenggarakan budidaya kerbau perah untuk menghasilkan susu."
A,0142,Peternakan kuda dan sejenisnya,"Subgolongan ini mencakup :  -	Pembibitan dan budidaya kuda, keledai, bagal atau hinni    Subgolongan ini tidak mencakup :  -	Pengoperasian fasilitas pacuan kuda, lihat 9319"
A,01420,Peternakan Kuda dan Sejenisnya,"Kelompok ini mencakup usaha peternakan yang menyelenggarakan pembibitan kuda, untuk menghasilkan ternak bibit kuda, mani dan mudigah dan peternakan yang menyelenggarakan budidaya kuda untuk menghasilkan kuda potong, kuda pacu dan kuda tarik."
A,0143,Peternakan unta dan sejenisnya,Subgolongan ini mencakup :  -	Pembibitan dan budidaya unta dan sejenisnya
A,01430,Peternakan Unta dan Sejenisnya,Kelompok ini mencakup pembibitan dan budidaya unta dan sejenisnya.
